3323	123	10	0.5187793374	0.002087682718	0	0	-431602080	972	2	0.07824726403	0.009394572116	0	0	-431602080	3891	12
3324	124	10	0.5226917267	0.002087682718	0	0	-431602080	975	3	0.08207267523	0.008814659901	0	0	-431602080	3893	9
3325	125	10	0.5281690359	0.002087682718	0	0	-431602080	979	4	0.08749466389	0.008825204335	0	0	-431602080	3898	22
3326	126	10	0.5344288349	0.002087682718	0	0	-431602080	983	4	0.09352848679	0.007982316427	0	0	-431602080	3901	17
3327	127	10	0.5399061441	0.002087682718	0	0	-431602080	986	3	0.09702660143	0.007306889165	0	0	-431602080	3262	4
3328	128	10	0.5446009636	0.002087682718	0	0	-431602080	989	3	0.1009389684	0.007306889165	0	0	-431602080	3266	16
3329	129	10	0.5504136086	0.00298240385	0	0	-431602080	1633	7	0.1064162776	0.007306889631	0	0	-431602080	3269	12
3330	130	10	0.5563380122	0.003131524194	0	0	-431602080	1637	8	0.1122492552	0.006547732279	0	0	-431602080	3274	22
3331	131	10	0.5618153811	0.003131524194	0	0	-431602080	1640	6	0.1167840287	0.005480167456	0	0	-431602080	3275	8
3332	132	10	0.5672926307	0.003131524194	0	0	-431602080	1644	8	0.1205007806	0.006263047922	0	0	-431602080	3278	15
3333	133	10	0.5735524297	0.004175365437	0	0	-431602080	2288	12	0.1266115159	0.005467740819	0	0	-431602080	2643	21
3334	134	10	0.5798121691	0.004175365437	0	0	-431602080	2292	12	0.1330203414	0.005219207145	0	0	-431602080	2646	12
3335	135	10	0.5848423839	0.004473605659	0	0	-431602080	2295	7	0.1369327009	0.005219207145	0	0	-431602080	2648	8
3336	136	10	0.5894152522	0.003985575866	0	0	-431602080	2298	11	0.1408450752	0.005219207145	0	0	-431602080	2651	12
3337	137	10	0.595248282	0.004175365437	0	0	-431602080	2302	11	0.1460988224	0.004771846347	0	0	-431602080	2015	14
3338	138	10	0.6014913321	0.005157804582	0	0	-431602080	2946	17	0.1525821388	0.004175365437	0	0	-431602080	2019	12
3339	139	10	0.6077576876	0.005666567478	0	0	-431602080	2950	14	0.1583724618	0.004384133499	0	0	-431602080	2023	10
3340	140	10	0.6126760244	0.006263047922	0	0	-431602080	2952	6	0.1621283293	0.003757828847	0	0	-431602080	2024	5
3341	141	10	0.6181533933	0.006263047922	0	0	-431602080	2957	15	0.1672255695	0.00402624486	0	0	-431602080	1389	14
3342	142	10	0.6244131327	0.007306889631	0	0	-431602080	3600	12	0.1737089157	0.003131524194	0	0	-431602080	1392	6
3343	143	10	0.6291079521	0.007306889631	0	0	-431602080	3603	12	0.1776212752	0.003131524194	0	0	-431602080	1394	4
3344	144	10	0.6336605549	0.007591573521	0	0	-431602080	3606	11	0.1815336347	0.003131524194	0	0	-431602080	1397	6
3345	145	10	0.6392801404	0.008350730874	0	0	-431602080	3610	12	0.1870109588	0.003131524194	0	0	-431602080	1401	8
3346	146	10	0.6465985179	0.008841950446	0	0	-431602080	4255	17	0.1933825165	0.002684163395	0	0	-431602080	766	7
3347	147	10	0.6517996788	0.009394572116	0	0	-431602080	4257	8	0.1987480372	0.002087682718	0	0	-431602080	767	1
3348	148	10	0.6557120681	0.009394572116	0	0	-431602080	4260	12	0.2026604116	0.002087682718	0	0	-431602080	771	4
3349	149	10	0.6619718671	0.01043841429	0	0	-431602080	4265	15	0.2089201957	0.002087682718	0	0	-431602080	775	4
3350	150	10	0.6682316065	0.01043841336	0	0	-431602080	4268	9	0.2136150301	0.002087682718	0	0	-431602080	777	2
3628	108	11	0.42879498	0.002087682718	0	0	-431602080	915	3	0.004694835749	0.0229645092	0	0	-431602080	7683	3
3629	109	11	0.4350547493	0.002087682718	0	0	-431602080	920	5	0.009389671497	0.02296450548	0	0	-431602080	7688	15
3630	110	11	0.4413145483	0.002087682718	0	0	-431602080	923	3	0.01564945281	0.02236802876	0	0	-431602080	7051	7
3631	111	11	0.4467918575	0.002087682718	0	0	-431602080	927	4	0.02034428902	0.02192066796	0	0	-431602080	7054	6
3632	112	11	0.4522691667	0.002087682718	0	0	-431602080	930	3	0.0241001565	0.02045929059	0	0	-431602080	6416	5
3633	113	11	0.4582681358	0.002783576958	0	0	-431602080	1574	6	0.02785602584	0.02108559571	0	0	-431602080	7059	10
3634	114	11	0.4640062451	0.003131524194	0	0	-431602080	1578	8	0.03364632279	0.02087682486	0	0	-431602080	7063	12
3635	115	11	0.4694835544	0.003131524194	0	0	-431602080	1581	6	0.03834116086	0.02087682672	0	0	-431602080	7065	6
3636	116	11	0.4749608636	0.003131524194	0	0	-431602080	1585	8	0.04225352034	0.01983298548	0	0	-431602080	6428	6
3637	117	11	0.4822876453	0.003416208085	0	0	-431602080	2230	11	0.04804381356	0.01920668036	0	0	-431602080	6432	10
3638	118	11	0.4882629216	0.004175365437	0	0	-431602080	2233	9	0.05399060994	0.01878914237	0	0	-431602080	6436	12
3639	119	11	0.4937402308	0.004175365437	0	0	-431602080	2237	12	0.0594679229	0.01878914423	0	0	-431602080	6439	9
3640	120	11	0.49921754	0.004175365437	0	0	-431602080	2240	9	0.06259781122	0.01878914423	0	0	-431602080	6440	3
3641	121	11	0.5046948195	0.004175365437	0	0	-431602080	2244	12	0.06624934822	0.01809325069	0	0	-431602080	5804	9
3642	122	11	0.5109545588	0.004175365437	0	0	-431602080	2248	12	0.07303076982	0.01739735529	0	0	-431602080	5808	9
3643	123	11	0.5171542168	0.005460093264	0	0	-431602080	2892	13	0.07824725658	0.01670146175	0	0	-431602080	5811	9
3644	124	11	0.5226917267	0.006263047922	0	0	-431602080	2895	9	0.0821596235	0.01670146175	0	0	-431602080	5813	6
3645	125	11	0.5281689763	0.006263048388	0	0	-431602080	2899	12	0.08763693273	0.01670145802	0	0	-431602080	5818	15
3646	126	11	0.5344287753	0.006263048388	0	0	-431602080	2903	12	0.09367315471	0.0161049813	0	0	-431602080	5181	7
3647	127	11	0.5400626659	0.006680584513	0	0	-431602080	3546	10	0.09702660143	0.01461377833	0	0	-431602080	5182	3
3648	128	11	0.5446009636	0.007306889631	0	0	-431602080	3549	12	0.1009389684	0.01461377926	0	0	-431602080	5186	12
3649	129	11	0.5498976111	0.008029549383	0	0	-431602080	3553	13	0.1064162701	0.01461377926	0	0	-431602080	5189	9
3650	130	11	0.556896925	0.008350730874	0	0	-431602080	3558	14	0.1126760542	0.01461378019	0	0	-431602080	5194	15
3651	131	11	0.5622625351	0.008350729942	0	0	-431602080	3560	7	0.1173708886	0.01356993709	0	0	-431602080	4555	2
3652	132	11	0.5674731731	0.008671912365	0	0	-431602080	4204	13	0.1209479049	0.01371905766	0	0	-431602080	4559	7
3653	133	11	0.5735524297	0.01043841336	0	0	-431602080	4208	12	0.1272421032	0.01252609584	0	0	-431602080	4563	13
3654	134	11	0.5798121691	0.01043841336	0	0	-431602080	4212	12	0.1335894018	0.01252609584	0	0	-431602080	4567	11
3655	135	11	0.5845070481	0.01043841336	0	0	-431602080	4214	6	0.1373239458	0.01252609584	0	0	-431602080	4568	4
3656	136	11	0.5892018676	0.01043841336	0	0	-431602080	4218	12	0.1410406828	0.01200417522	0	0	-431602080	3932	8
3657	137	11	0.5956181884	0.01127348654	0	0	-431602080	4862	15	0.1469309628	0.01067037787	0	0	-431602080	3935	9
3658	138	11	0.601721406	0.01252609584	0	0	-431602080	4866	12	0.1525821388	0.01043841336	0	0	-431602080	3939	12
3659	139	11	0.607981205	0.01252609584	0	0	-431602080	4870	12	0.1588419378	0.01043841336	0	0	-431602080	3943	12
3660	140	11	0.6126760244	0.01252609584	0	0	-431602080	4872	6	0.1627542973	0.01043841336	0	0	-431602080	3944	3
3661	141	11	0.618429482	0.01301731635	0	0	-431602080	5517	17	0.1675795466	0.009394572116	0	0	-431602080	3309	12
3662	142	11	0.6244131327	0.01461377926	0	0	-431602080	5520	9	0.1737089157	0.008350730874	0	0	-431602080	3312	9
3663	143	11	0.6291079521	0.01461377926	0	0	-431602080	5523	9	0.1776212752	0.008350730874	0	0	-431602080	3314	6
3664	144	11	0.6338028312	0.01461377926	0	0	-431602080	5526	9	0.1821026951	0.008540520445	0	0	-431602080	3318	11
3665	145	11	0.6392801404	0.01461377926	0	0	-431602080	5530	12	0.1872065812	0.007567849476	0	0	-431602080	2681	8
3666	146	11	0.6453592777	0.01541673392	0	0	-431602080	6174	13	0.1944143325	0.006584230345	0	0	-431602080	2686	13
3667	147	11	0.651017189	0.01670146175	0	0	-431602080	6177	9	0.1991392672	0.006784968544	0	0	-431602080	2688	4
3668	148	11	0.6557120681	0.01670146175	0	0	-431602080	6180	9	0.2028738111	0.006073258817	0	0	-431602080	2691	11
3669	149	11	0.6619718671	0.01670145802	0	0	-431602080	6185	15	0.2090505958	0.005915101152	0	0	-431602080	1416	12
3670	150	11	0.6683738828	0.01746061817	0	0	-431602080	6828	11	0.2157885432	0.00463929493	0	0	-431602080	2059	9
3671	151	11	0.673528254	0.01846796274	0	0	-431602080	6832	13	0.2206572741	0.004175365437	0	0	-431602080	2062	9
3672	152	11	0.6784037352	0.01878914423	0	0	-431602080	6834	6	0.2245696336	0.004175365437	0	0	-431602080	2064	6
3673	153	11	0.6830985546	0.01878914237	0	0	-431602080	6838	12	0.228482008	0.004175365437	0	0	-431602080	2067	9
3674	154	11	0.6893583536	0.01878914237	0	0	-431602080	6842	12	0.2347417772	0.003131524194	0	0	-431602080	1432	10
